RecordNumber,mbfc__Register_Entry_Type__c,mbfc__Type__c,mbfc__Notation_Type__c,mbfc__Ordination_Type__c,Date,Place,Prelate,mbfc__Matrimonial_Wife__c
2806,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2806,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
1568,Notation,,Proof of Baptism,,1966-09-16,,,
1568,Notation,,Notice of Holy Orders,Presbyteral,1996-08-10,"Sacred Heart Cathedral, Lubaga",,
3073,Notation,,Notice of Holy Orders,Presbyteral,2018-08-04,,,
728,Notation,,Notice of Holy Orders,Presbyteral,1995-06-09,"St. John the Apostle, Oregon City",Most Rev. William J. Levada,
741,Notation,,Notice of Holy Orders,Presbyteral,1962-05-19,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
741,Notation,,Notice of Holy Orders,Episcopal,1978-03-02,"Portland Civic Auditorium, Portland, OR",Most Rev. Cornelius M. Power,
233,Notation,,Proof of Baptism,,1954-03-14,"St. Joseph, Mandan ND",,
233,Notation,,Notice of Matrimony,,1974-07-06,,,0
187,Notation,,Proof of Baptism,,1940-07-28,"Holy Family, Oglesby IL",,
187,Notation,,Notice of Matrimony,,1954-07-17,,,39
187,Notation,,Notice of Holy Orders,Diaconate,1978-06-17,"St. Joseph Cathedral, San Diego CA",,
2804,Notation,,Notice of Holy Orders,Presbyteral,2021-12-11,"Cruz del Eje, Argentina",,
841,Notation,,Proof of Baptism,,1954-01-31,"Holy Redeemer, Portland OR",,
841,Notation,,Notice of Holy Orders,Diaconate,1980-10-25,"Cathedral of the Immaculate Conception, Portland, OR",,
841,Notation,,Notice of Holy Orders,Presbyteral,1981-10-23,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Cornelius M. Power,
894,Notation,,Notice of Holy Orders,Presbyteral,2012-07-14,"Cordoba, Argentina",Bishop Olivera,
1369,Notation,,Notice of Holy Orders,Presbyteral,2012-06-29,,,
2832,Notation,,Proof of Baptism,,1994-04-02,"St. Catherine of Siena Parish, Rialto, CA",,
2832,Notation,,Notice of Confirmation,,2003-04-27,"Sacred Heart, Lacey, WA",,
2832,Notation,,Notice of Matrimony,,2007-08-18,"St. Anne Parish, Grants Pass, OR",,2157
2832,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2832,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
2157,Notation,,Notice of Matrimony,,2007-08-18,"St. Anne Parish, Grants Pass, OR",,2832
2009,Notation,,Proof of Baptism,,1942-02-22,"Star of the Sea Church, San Francisco, CA",,
2009,Notation,,Notice of Holy Orders,Presbyteral,1972-06-10,"St. Mary’s Cathedral, San Francisco, CA",,
2009,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1971-12-13,,,
2070,Notation,,Proof of Baptism,,1965-05-26,"Star of the Sea Parish, Astoria, OR",,
2070,Notation,,Notice of Confirmation,,1979-04-25,"Immaculate Conception, Stayton, OR",,
2070,Notation,,Notice of Profession of Faith,,2020-08-01,,,
50,Notation,,Proof of Baptism,,1966-11-20,"Sacred Heart, Medford OR",,
50,Notation,,Notice of Matrimony,,1990-06-30,,,277
50,Notation,,Notice of Holy Orders,Diaconate,2007-11-03,"Cathedral of the Immaculate Conception, Portland, OR",,
50,Notation,,Notice of Holy Orders,Minor Order: Reader,2004-03-20,,,
50,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2004-12-18,,,
50,Notation,,Notice of Holy Orders,Installation: Candidate,2006-12-09,,,
583,Notation,,Notice of Holy Orders,Presbyteral,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
779,Notation,,Notice of Holy Orders,Diaconate,2013-05-18,,,
779,Notation,,Notice of Holy Orders,Presbyteral,2014-06-06,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
779,Notation,,Notice of Holy Orders,Minor Order: Reader,2010-11-01,,,
779,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2011-11-01,,,
779,Notation,,Notice of Holy Orders,Installation: Candidate,2012-11-01,,,
2063,Notation,,Notice of Holy Orders,Diaconate,2011-09-17,"Corpus Christi Monastery, Menlo Park, CA",,
2063,Notation,,Notice of Holy Orders,Presbyteral,2012-05-26,St. Dominic Priory,"Most Rev. George Niederauer, DD",
2018,Notation,,Notice of Holy Orders,Presbyteral,1964-05-30,,,
729,Notation,,Notice of Holy Orders,Presbyteral,2011-06-04,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2033,Notation,,Proof of Baptism,,1999-04-11,"St. Stephen Parish, Alhambra, CA",,
2033,Notation,,Notice of Matrimony,,2006-02-18,,,0
444,Notation,,Proof of Baptism,,2002-03-30,"St. Mary Parish, Eugene, OR",,
444,Notation,,Notice of Confirmation,,2002-03-30,"St. Mary Parish, Eugene, OR",,
444,Notation,,Notice of Matrimony,,1994-03-04,"St. Mary Parish, Eugene, OR",,3106
492,Notation,,Proof of Baptism,,1960-02-20,"Sacred Heart, Gervais, OR",,
492,Notation,,Notice of Matrimony,,1990-05-02,,,0
2763,Notation,,Notice of Holy Orders,Presbyteral,2016-06-11,"St. Columban Church, Garden Grove, CA",Most Rev. Kevin W. Vann,
2841,Notation,,Proof of Baptism,,2002-10-13,"Church of the Nativity, Rancho Santa Fe, CA",,
2841,Notation,,Notice of Confirmation,,2020-07-24,"Saint Martha Catholic Church, Murrieta, CA",,
2758,Notation,,Proof of Baptism,,1985-02-05,Agraharam,,
2758,Notation,,Notice of Holy Orders,Diaconate,2014-11-29,"Divine Mercy Shrine, Kikwawila, Tanzania",,
2758,Notation,,Notice of Holy Orders,Presbyteral,2015-06-27,"Holy Spirit Church, Agraharam","Most Rev. Singaroyan, Bishop of Salem",
575,Notation,,Notice of Holy Orders,Presbyteral,2005-06-11,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1501,Notation,,Proof of Baptism,,2020-05-30,"Holy Trinity Parish, Beaverton, OR",,
1501,Notation,,Notice of Confirmation,,2020-05-30,"Holy Trinity Parish, Beaverton, OR",,
1501,Notation,,Notice of Profession of Faith,,2020-05-30,"Holy Trinity Parish, Beaverton, OR",,
1501,Notation,,Notice of Matrimony,,2007-05-18,"Spokane, WA (civil)",,2965
813,Notation,,Notice of Holy Orders,Presbyteral,1982-08-28,,,
3116,Notation,,Notice of Holy Orders,Diaconate,1978-01-01,,,
3116,Notation,,Notice of Holy Orders,Presbyteral,1979-06-23,Holy Hill Monaster,,
2965,Notation,,Notice of Matrimony,,2007-05-18,"Spokane, WA (civil)",,1501
3483,Notation,,Proof of Baptism,,1985-10-06,"Shepherd of the Valley, Central Point, OR",,
835,Notation,,Notice of Holy Orders,Presbyteral,1995-06-09,"St. John, Oregon City",Most Rev. William J. Levada,
378,Notation,,Proof of Baptism,,1978-09-10,"St. Henry, Gresham OR",,
378,Notation,,Notice of Matrimony,,2009-05-30,,,379
378,Notation,,Notice of Holy Orders,Diaconate,2019-10-26,"Cathedral of the Immaculate Conception, Portland, OR",,
378,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-03-11,,,
378,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2018-03-11,,,
378,Notation,,Notice of Holy Orders,Installation: Candidate,2019-05-12,,,
446,Notation,,Proof of Baptism,,1952-12-07,"St. Lawrence Church, Upper Darby, PA",,
446,Notation,,Notice of Confirmation,,1964-04-20,,,
446,Notation,,Notice of Matrimony,,1975-01-11,,,0
859,Notation,,Notice of Holy Orders,Presbyteral,1982-11-27,,,
731,Notation,,Notice of Holy Orders,Presbyteral,1987-12-19,"Chicago, IL",Most Rev. Daniel Ryan,
732,Notation,,Notice of Holy Orders,Presbyteral,2014-06-06,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
469,Notation,,Notice of Matrimony,,2003-06-09,,,0
603,Notation,,Proof of Baptism,,1968-05-26,"Parish Vuon Xoai, Saigon, Vietnam",,
603,Notation,,Notice of Holy Orders,Presbyteral,2009-06-06,"St. Aloysius Church, Spokane, WA",Most Rev. William S. Skylstad,
603,Notation,,Notice of Holy Orders,Minor Order: Reader,2002-11-24,,,
603,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2002-11-24,,,
1382,Notation,,Notice of Holy Orders,Presbyteral,2001-07-07,,,
2065,Notation,,Notice of Holy Orders,Diaconate,2020-06-15,,,
2065,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-03-15,,,
2065,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2019-03-08,,,
750,Notation,,Proof of Baptism,,1981-12-03,Portland OR,,
750,Notation,,Notice of Confirmation,,1981-12-03,,,
750,Notation,,Notice of Holy Orders,Presbyteral,1994-06-25,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. William J. Levada,
125,Notation,,Notice of Matrimony,,1974-12-08,,,34
125,Notation,,Notice of Holy Orders,Diaconate,1983-01-22,"Cathedral of St. John the Evangelist, Milwaukee WI",,
270,Notation,,Proof of Baptism,,1932-12-18,"St. Ferdinand, Chicago IL",,
270,Notation,,Notice of Matrimony,,1962-08-18,,,235
270,Notation,,Notice of Holy Orders,Diaconate,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
270,Notation,,Notice of Holy Orders,Minor Order: Reader,1993-04-17,,,
270,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1993-04-17,,,
270,Notation,,Notice of Holy Orders,Installation: Candidate,1993-04-17,,,
868,Notation,,Notice of Holy Orders,Presbyteral,1982-12-08,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Most Rev. Cornelius Power,
2076,Notation,,Proof of Baptism,,2002-03-30,"St. Peter Parish, Newberg, Oregon",,
2076,Notation,,Notice of Matrimony,,2004-07-10,,,0
1390,Notation,,Notice of Holy Orders,Presbyteral,2009-01-10,,,
860,Notation,,Proof of Baptism,,1988-05-17,"Lagawe, Ifugao, Philippines",,
860,Notation,,Notice of Confirmation,,2003-03-12,,,
860,Notation,,Notice of Holy Orders,Diaconate,2015-10-10,"Cathedral of the Immaculate Conception, Portland, OR",,
860,Notation,,Notice of Holy Orders,Presbyteral,2016-06-04,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
860,Notation,,Notice of Holy Orders,Minor Order: Reader,2012-03-13,,,
860,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2013-04-10,,,
860,Notation,,Notice of Holy Orders,Installation: Candidate,2015-05-02,,,
751,Notation,,Notice of Holy Orders,Presbyteral,1964-05-23,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
2866,Notation,,Proof of Baptism,,2003-07-05,"St. Joseph, Big Bear City, CA",,
2866,Notation,,Notice of Confirmation,,2019-05-22,"Our Lady of the Lake, Lake Arrowhead, CA",,
2748,Notation,,Notice of Holy Orders,Presbyteral,2012-04-20,,,
3025,Notation,,Proof of Baptism,,2002-08-03,,,
217,Notation,,Proof of Baptism,,1951-09-30,"St. Mary, Mount Angel, OR",,
217,Notation,,Notice of Matrimony,,1977-10-08,,,127
217,Notation,,Notice of Holy Orders,Diaconate,2000-12-09,"Cathedral of the Immaculate Conception, Portland, OR",,
217,Notation,,Notice of Holy Orders,Minor Order: Reader,1999-10-23,,,
217,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1974-01-30,,,
217,Notation,,Notice of Holy Orders,Installation: Candidate,1999-10-23,,,
842,Notation,,Notice of Holy Orders,Presbyteral,1966-05-14,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
311,Notation,,Notice of Matrimony,,1969-08-09,,,0
2732,Notation,,Proof of Baptism,,2003-05-25,"St. John the Apostle, Oregon City, OR",,
2732,Notation,,Notice of Confirmation,,2018-09-18,"St. Stephen, Portland, OR",,
3320,Notation,,Proof of Baptism,,2002-08-03,"St. Mary of the Desert, Rosamond, CA",,
3320,Notation,,Notice of Confirmation,,2017-05-18,"St. Anthony, Tigard, OR",,
192,Notation,,Proof of Baptism,,1943-02-21,"Holy Cross, Dayton OH",,
2247,Notation,,Notice of Holy Orders,Presbyteral,2015-08-15,,,
1521,Notation,,Notice of Holy Orders,Presbyteral,2004-07-03,,,
3113,Notation,,Proof of Baptism,,1969-10-19,"Sacred Heart Church, Albuquerque, New Mexico",,
3113,Notation,,Notice of Confirmation,,1971-10-08,"Sacred Heart Church, Albuquerque, New Mexico",,
3113,Notation,,Notice of Matrimony,,2017-04-22,"St. Clare Parish, Portland, OR",,3114
644,Notation,,Notice of Holy Orders,Presbyteral,1987-03-17,"Libmanan, Camarines Sur Philippines",,
41,Notation,,Notice of Holy Orders,Presbyteral,1961-12-20,"St. Peter Basilica, Vatican",Most Rev. Martin J. O’Connor,
41,Notation,,Notice of Holy Orders,Episcopal,1984-12-13,"Holy Name Cathedral, Chicago, IL",Joseph Cardinal Bernardin,
541,Notation,,Proof of Baptism,,1997-02-01,"St. Pius X, Portland, OR",,
541,Notation,,Notice of Confirmation,,2012-05-10,"St. Juan Diego, Portland, OR",,
541,Notation,,Notice of Holy Orders,Diaconate,2024-05-25,"St. Mary’s Cathedral of the Immaculate Conception, Portland, OR",,
541,Notation,,Notice of Holy Orders,Presbyteral,2024-11-16,"St. Mary’s Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Alexander K. Sample,
541,Notation,,Notice of Holy Orders,Minor Order: Reader,2019-11-09,,,
541,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2020-11-04,,,
541,Notation,,Notice of Holy Orders,Installation: Candidate,2023-04-19,,,
1441,Notation,,Notice of Holy Orders,Presbyteral,2016-06-25,"St. James Cathedral, Seattle, WA",Most Rev. J. Peter Sartain,
3057,Notation,,Notice of Holy Orders,Presbyteral,1988-06-11,,,
2744,Notation,,Proof of Baptism,,1997-06-10,"Nossa Senhora das Gracas, Recife, PE, Brazil",,
2744,Notation,,Notice of Confirmation,,2009-06-27,"Holy Family, Vancouver, BC, Canada",,
59,Notation,,Notice of Matrimony,,1988-12-18,,,76
59,Notation,,Notice of Holy Orders,Diaconate,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",,
59,Notation,,Notice of Holy Orders,Minor Order: Reader,2001-09-08,,,
59,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2001-09-08,,,
59,Notation,,Notice of Holy Orders,Installation: Candidate,2001-09-08,,,
1596,Notation,,Proof of Baptism,,1988-02-07,"Ha Dong, Ho Chi Minh, Vietnam",,
1596,Notation,,Notice of Confirmation,,1998-11-08,"Ha Dong, Ho Chi Minh, Vietnam",,
1596,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-05-28,,,
1596,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2021-03-10,,,
780,Notation,,Notice of Holy Orders,Presbyteral,2005-06-11,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
622,Notation,,Notice of Holy Orders,Presbyteral,1964-05-23,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
201,Notation,,Proof of Baptism,,1952-04-20,"St. James, McMinnville OR",,
201,Notation,,Notice of Matrimony,,1974-06-08,,,0
201,Notation,,Notice of Holy Orders,Diaconate,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",,
201,Notation,,Notice of Holy Orders,Minor Order: Reader,2001-09-08,,,
201,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2001-09-08,,,
201,Notation,,Notice of Holy Orders,Installation: Candidate,2001-09-08,,,
814,Notation,,Notice of Holy Orders,Presbyteral,1983-05-21,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Most Rev. Cornelius M. Power,
733,Notation,,Notice of Holy Orders,Presbyteral,1966-06-19,"All Hallows College, Dublin, Ireland",Most Rev. Patrick J. Dunne,
156,Notation,,Proof of Baptism,,1940-05-26,"Church of the Holy Cross, Minneapolis MN",,
156,Notation,,Notice of Matrimony,,1966-11-26,,,168
156,Notation,,Notice of Holy Orders,Diaconate,2001-09-29,"St. Paul Cathedral, St. Paul MN",,
781,Notation,,Notice of Holy Orders,Presbyteral,1999-06-12,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2982,Notation,,Notice of Holy Orders,Presbyteral,1989-06-10,,,
94,Notation,,Notice of Matrimony,,1982-08-07,,,0
2969,Notation,,Proof of Baptism,,1964-08-16,,,
2969,Notation,,Notice of Matrimony,,1990-04-21,,,0
85,Notation,,Notice of Holy Orders,Diaconate,1969-10-17,San Diego CA,,
861,Notation,,Notice of Holy Orders,Presbyteral,1955-05-21,Portland,Most Rev. Edward D. Howard,
1446,Notation,,Notice of Holy Orders,Diaconate,2017-09-15,,,
1446,Notation,,Notice of Holy Orders,Presbyteral,2018-04-07,,,
598,Notation,,Notice of Holy Orders,Presbyteral,1998-06-20,"St. Joseph, Seattle, WA",,
843,Notation,,Notice of Holy Orders,Presbyteral,2004-05-29,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1578,Notation,,Notice of Holy Orders,Presbyteral,1988-06-18,"St Mary’s Cathedral, San Francisco CA",,
198,Notation,,Notice of Matrimony,,1995-05-20,,,0
285,Notation,,Proof of Baptism,,1957-09-29,"St. Francis of Assisi, Naugatuck CT",,
285,Notation,,Notice of Matrimony,,1984-05-12,,,145
285,Notation,,Notice of Holy Orders,Diaconate,2012-11-03,"Cathedral of the Immaculate Conception, Portland, OR",,
285,Notation,,Notice of Holy Orders,Minor Order: Reader,2009-10-31,,,
285,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2010-11-06,,,
285,Notation,,Notice of Holy Orders,Installation: Candidate,2011-10-29,,,
666,Notation,,Proof of Baptism,,2040-07-14,"St. Philomena Church, Cleveland, Ohio",,
666,Notation,,Notice of Holy Orders,Diaconate,1966-12-08,"St. Joseph Seminary, Teutopolis, Illinois",,
666,Notation,,Notice of Holy Orders,Presbyteral,1967-06-13,"Teutopolis, IL","Most Rev. Jude Prost, OFM",
576,Notation,,Notice of Holy Orders,Presbyteral,1984-04-28,,,
3043,Notation,,Notice of Holy Orders,Diaconate,2003-05-11,Strara Halic,,
3043,Notation,,Notice of Holy Orders,Presbyteral,2003-10-18,"Fatima, Portugal",S.E. John J. Myers,
3422,Notation,,Notice of Holy Orders,Presbyteral,2023-02-07,,,
875,Notation,,Notice of Holy Orders,Presbyteral,1981-04-25,,,
515,Notation,,Notice of Confirmation,,2000-11-26,"Nativity of Our Lady Church, San Luis Obispo, CA",,
515,Notation,,Notice of Profession of Faith,,2000-11-26,"Nativity of Our Lady Church, San Luis Obispo, CA",,
515,Notation,,Notice of Matrimony,,1994-12-31,,,516
515,Notation,,Notice of Holy Orders,Diaconate,2009-05-30,"Madonna del Sasso, Salinas, CA",,
515,Notation,,Notice of Holy Orders,Installation: Candidate,2004-03-20,,,
49,Notation,,Proof of Baptism,,1942-12-14,"St. Mary’s, Newport RI",,
49,Notation,,Notice of Matrimony,,1978-04-22,,,308
49,Notation,,Notice of Holy Orders,Diaconate,2009-10-31,"Cathedral of the Immaculate Conception, Portland, OR",,
49,Notation,,Notice of Holy Orders,Minor Order: Reader,2005-11-05,,,
49,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2006-12-09,,,
49,Notation,,Notice of Holy Orders,Installation: Candidate,2008-10-25,,,
3075,Notation,,Proof of Baptism,,1976-07-18,,,
3075,Notation,,Notice of Holy Orders,Presbyteral,2016-06-11,"St. Francis Xavier College Church, St. Louis, MO",,
3075,Notation,,Notice of Holy Orders,Minor Order: Reader,2007-11-25,,,
3075,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2009-04-19,,,
734,Notation,,Notice of Holy Orders,Presbyteral,1979-04-21,Holy Cross,,
273,Notation,,Notice of Matrimony,,1993-03-29,,,0
836,Notation,,Notice of Holy Orders,Presbyteral,2010-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
3396,Notation,,Notice of Matrimony,,2009-05-30,,,0
65,Notation,,Notice of Matrimony,,1983-12-31,,,0
599,Notation,,Notice of Holy Orders,Presbyteral,2000-07-01,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1560,Notation,,Proof of Baptism,,2000-06-27,"Our Lady of Victory, Seaside, OR",,
1560,Notation,,Notice of Confirmation,,2016-05-20,"Queen of Peace, Salem, OR",,
3045,Notation,,Notice of Holy Orders,Presbyteral,2011-04-30,,,
660,Notation,,Notice of Holy Orders,Presbyteral,1993-05-22,"Corpus Christi Abbey, Sandia, TX",Most Rev. Rene Gracida,
3423,Notation,,Notice of Holy Orders,Presbyteral,2017-06-03,,,
2884,Notation,,Notice of Holy Orders,Presbyteral,2018-06-22,"St. Dominic Catholic Church, San Francisco, CA","Most Rev. Robert Christian, O.P.",
862,Notation,,Notice of Holy Orders,Presbyteral,1976-06-05,"St. Paul Parish, Eugene",Most Rev. Cornelius M. Power,
600,Notation,,Notice of Holy Orders,Presbyteral,1973-06-02,"Mt. Michael Abbey, Elkhorn, NE",Most Rev. Daniel E. Sheehan,
623,Notation,,Notice of Holy Orders,Presbyteral,1979-10-05,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Kenneth D. Steiner,
661,Notation,,Notice of Holy Orders,Presbyteral,1997-07-12,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Kenneth D. Steiner,
787,Notation,,Notice of Holy Orders,Presbyteral,1988-04-16,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Most Rev. William J. Levada,
1611,Notation,,Notice of Holy Orders,Diaconate,2019-09-01,St. Sharbel Maronite Catholic Church,,
