mbfc__Affiliation__c,adpdx_Archdiocesan_Assignment__c,mbfc__Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,mbfc__Category__c,mbfc__Use_Custom_Title__c,mbfc__Custom_Title__c,mbfc__Context__c,mbfc__Person__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
Music Ministry,False,,,1900-01-01,Any All,True,Music Ministry,001Ps00000l54hHIAQ,003Ps00000frk1CIAQ,1684,156
Office Assistant,False,,,,Any All,True,Office Assistant,001Ps00000l5eDBIAY,003Ps00000frk0YIAQ,1683,156
Vice Principal,False,,,,Any All,True,Vice Principal,001Ps00000l5eDBIAY,003Ps00000frjykIAA,1682,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDBIAY,003Ps00000frksUIAQ,1680,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l54hCIAQ,003Ps00000frjwsIAA,1679,156
Bookkeeper,False,,,2023-01-01,Any All,True,Bookkeeper,001Ps00000l54hCIAQ,003Ps00000frjOkIAI,1678,156
Coordinator of Music and Liturgy,False,,,,Any All,True,Coordinator of Music and Liturgy,001Ps00000l54hCIAQ,003Ps00000frjlIIAQ,1677,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l54hCIAQ,003Ps00000frjl0IAA,1676,156
Information Technology,False,,,,Any All,True,Information Technology,001Ps00000l54hBIAQ,003Ps00000frknSIAQ,1675,156
Music Coordinator,False,,,,Any All,True,Music Coordinator,001Ps00000l54hBIAQ,003Ps00000frjl9IAA,1674,156
Development Coordinator,False,,,1900-01-01,Any All,True,Development Coordinator,001Ps00000l54h4IAA,003Ps00000frjGrIAI,1673,156
Cantor,False,,,1900-01-01,Any All,True,Cantor,001Ps00000l54gpIAA,003Ps00000frkoHIAQ,1672,156
Music Co-Director,False,,,2023-01-01,Any All,True,Music Co-Director,001Ps00000l54gpIAA,003Ps00000frjpAIAQ,1671,156
Music Co-Director,False,,,1900-01-01,Any All,True,Music Co-Director,001Ps00000l54gpIAA,003Ps00000frkjCIAQ,1670,156
Communications Director,False,,,1900-01-01,Any All,True,Communications Director,001Ps00000l54giIAA,003Ps00000frjuDIAQ,1669,156
Administrative Assistant,False,,,1900-01-01,Any All,True,Administrative Assistant,001Ps00000l54giIAA,003Ps00000frjrXIAQ,1668,156
Bookkeeper,False,,,2023-01-01,Any All,True,Bookkeeper,001Ps00000l54ghIAA,003Ps00000frjjVIAQ,1667,156
Secretary,False,,,,Any All,True,Secretary,001Ps00000l54ghIAA,003Ps00000frkFvIAI,1666,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l54gfIAA,003Ps00000frjIVIAY,1665,156
Receptionist/Administrative Assistant,False,,,1900-01-01,Any All,True,Receptionist/Administrative Assistant,001Ps00000l54gcIAA,003Ps00000frjmoIAA,1664,156
Coordinator of Hispanic Ministry and Religious Education,False,,,2023-01-01,Any All,True,Coordinator of Hispanic Ministry and Religious Education,001Ps00000l54gcIAA,003Ps00000frktEIAQ,1663,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54gYIAQ,003Ps00000frlctIAA,1662,156
Administrative Assistant,False,,,1900-01-01,Any All,True,Administrative Assistant,001Ps00000l54gYIAQ,003Ps00000frjtVIAQ,1661,156
Music Ministry,False,,,,Any All,True,Music Ministry,001Ps00000l54gyIAA,003Ps00000frk0tIAA,1660,156
Pastoral Assistant and DRE,False,,,2024-05-21,Any All,True,Pastoral Assistant and DRE,001Ps00000l54gyIAA,003Ps00000frkmhIAA,1659,156
Pastoral Assistant,False,,,2021-12-01,Any All,True,Pastoral Assistant,001Ps00000l54gVIAQ,003Ps00000frlkzIAA,1658,156
Music Ministry,False,,,,Any All,True,Music Ministry,001Ps00000l54gTIAQ,003Ps00000frkm5IAA,1657,156
Coordinator of Religious Education,False,,,2023-01-01,Any All,True,Coordinator of Religious Education,001Ps00000l54gTIAQ,003Ps00000frk7cIAA,1656,156
Finance and Administration Director,False,,,,Any All,True,Finance and Administration Director,001Ps00000l54gPIAQ,003Ps00000frjnMIAQ,1655,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l54gPIAQ,003Ps00000frllNIAQ,1654,156
Youth Ministry Coordinator,False,,,1900-01-01,Any All,True,Youth Ministry Coordinator,001Ps00000l54gPIAQ,003Ps00000frllMIAQ,1653,156
Organist,False,,,,Any All,True,Organist,001Ps00000l5CUKIA2,003Ps00000frjsmIAA,1652,156
"Director, Sunday School",False,,,1900-01-01,Any All,True,"Director, Sunday School",001Ps00000l5CUKIA2,003Ps00000frkb5IAA,1651,156
Neighborhood Liaison,False,,,1900-01-01,Any All,True,Neighborhood Liaison,001Ps00000l5CUKIA2,003Ps00000frlcSIAQ,1650,156
Music Director,False,,,2023-01-01,Any All,True,Music Director,001Ps00000l54hMIAQ,003Ps00000frjkpIAA,1649,156
Director of Music,False,,,2023-01-01,Any All,True,Director of Music,001Ps00000l54hAIAQ,003Ps00000frlWAIAY,1648,156
Youth and Confirmation Coordinator,False,,,,Any All,True,Youth and Confirmation Coordinator,001Ps00000l54h6IAA,003Ps00000frlo6IAA,1647,156
Faith Formation Coordinator,False,,,,Any All,True,Faith Formation Coordinator,001Ps00000l54h6IAA,003Ps00000frlomIAA,1646,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54h6IAA,003Ps00000frkZwIAI,1645,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l54h6IAA,003Ps00000frlXxIAI,1644,156
Administrative Assistant/Registrar,False,,,2023-01-01,Any All,True,Administrative Assistant/Registrar,001Ps00000l5eDAIAY,003Ps00000frkD0IAI,1643,156
Administrative Assistant,False,,,1900-01-01,Any All,True,Administrative Assistant,001Ps00000l54h4IAA,003Ps00000frlcqIAA,1642,156
Accountant,False,,,2023-01-01,Any All,True,Accountant,001Ps00000l54h4IAA,003Ps00000frlnhIAA,1641,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDAIAY,003Ps00000frjpXIAQ,1640,156
Faith Formation Coordinator,False,,,,Any All,True,Faith Formation Coordinator,001Ps00000l54h4IAA,003Ps00000frkmMIAQ,1639,156
Maintenance,False,,,1900-01-01,Any All,True,Maintenance,001Ps00000l54h2IAA,003Ps00000frllDIAQ,1638,156
Music Ministry,False,,,2023-01-01,Any All,True,Music Ministry,001Ps00000l54h2IAA,003Ps00000frjIRIAY,1637,156
Youth Ministry,False,,,1900-01-01,Any All,True,Youth Ministry,001Ps00000l54h2IAA,003Ps00000frjxJIAQ,1636,156
Parish Secretary,False,,,1900-01-01,Any All,True,Parish Secretary,001Ps00000l54h2IAA,003Ps00000frkFrIAI,1635,156
Bookkeeper,False,,,2023-01-01,Any All,True,Bookkeeper,001Ps00000l54h2IAA,003Ps00000frjORIAY,1634,156
Liturgy & Sacraments,False,,,1900-01-01,Any All,True,Liturgy & Sacraments,001Ps00000l54h2IAA,003Ps00000frjkOIAQ,1633,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l5eD9IAI,003Ps00000frki4IAA,1632,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eD9IAI,003Ps00000frlkpIAA,1631,156
Coordinator of Faith Formation,False,,,1900-01-01,Any All,True,Coordinator of Faith Formation,001Ps00000l54h0IAA,003Ps00000frk8EIAQ,1630,156
Coordinator of Music Ministry,False,,,1900-01-01,Any All,True,Coordinator of Music Ministry,001Ps00000l54h0IAA,003Ps00000frjuaIAA,1629,156
Parish Manager,False,,,,Any All,True,Parish Manager,001Ps00000l54h0IAA,003Ps00000frjhPIAQ,1628,156
Communications/Media Services Specialist,False,,,2022-10-11,Any All,True,Communications/Media Services Specialist,001Ps00000l54frIAA,003Ps00000frjxTIAQ,1627,156
Pastor,True,,2020-11-01,2024-08-16,Pastoral Assignment,True,Pastor,001Ps00000l5CU2IAM,,1626,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l5eDCIAY,003Ps00000frktAIAQ,1625,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDCIAY,003Ps00000frjptIAA,1624,156
Pastor,True,,2016-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5eDCIAY,003Ps00000frkm9IAA,1623,156
In Residence,True,,2020-07-01,,Any All,True,In Residence,001Ps00000l54hGIAQ,003Ps00000frkleIAA,1622,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5eD8IAI,003Ps00000frjhlIAA,1621,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eD8IAI,003Ps00000frkQhIAI,1619,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l5eD7IAI,003Ps00000frklHIAQ,1618,156
Pastor,True,,2007-07-02,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l56hjIAA,003Ps00000frjz8IAA,1617,156
Pastor,True,,2014-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l56hgIAA,003Ps00000frkjGIAQ,1616,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eD7IAI,003Ps00000frlcQIAQ,1615,156
Pastor,False,,2020-06-01,2022-05-31,Pastoral Assignment,True,Pastor,001Ps00000l5WQoIAM,003Ps00000frkWpIAI,1613,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eD6IAI,003Ps00000frkrdIAA,1612,156
Religious Ed Coordinator,False,,,,Any All,True,Religious Ed Coordinator,001Ps00000l54gsIAA,003Ps00000frjOvIAI,1610,156
Pastoral Musician,False,,,,Any All,True,Pastoral Musician,001Ps00000l54gsIAA,003Ps00000frksaIAA,1609,156
Secretary,False,,,,Any All,True,Secretary,001Ps00000l5eD5IAI,003Ps00000frjOwIAI,1608,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eD5IAI,003Ps00000frjm3IAA,1607,156
Sacramental Registrar,False,,,,Any All,True,Sacramental Registrar,001Ps00000l54grIAA,003Ps00000frkbCIAQ,1606,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l54grIAA,003Ps00000frjqeIAA,1605,156
Organist,False,,,2024-05-14,Any All,True,Organist,001Ps00000l54grIAA,003Ps00000frlooIAA,1604,156
Director of Music,False,,,,Any All,True,Director of Music,001Ps00000l54grIAA,003Ps00000frkJ2IAI,1603,156
Director of Outreach Ministry,False,,,,Any All,True,Director of Outreach Ministry,001Ps00000l54grIAA,003Ps00000frjzEIAQ,1602,156
Hispanic Ministry Coordinator,False,,,,Any All,True,Hispanic Ministry Coordinator,001Ps00000l54gtIAA,003Ps00000frldQIAQ,1601,156
Hispanic Ministry Coordinator,False,,,2023-01-01,Any All,True,Hispanic Ministry Coordinator,001Ps00000l54gqIAA,003Ps00000frldQIAQ,1600,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54gtIAA,003Ps00000frjP9IAI,1599,156
Bookkeeper,False,,,2023-01-01,Any All,True,Bookkeeper,001Ps00000l54gqIAA,003Ps00000frjP9IAI,1598,156
Administrative Assistant/Musician,False,,,,Any All,True,Administrative Assistant/Musician,001Ps00000l54gqIAA,003Ps00000frjOyIAI,1597,156
Bookkeeper,False,,,1900-01-01,Any All,True,Bookkeeper,001Ps00000l54gtIAA,003Ps00000frkrsIAA,1596,156
Bookkeeper,False,,,1900-01-01,Any All,True,Bookkeeper,001Ps00000l54gqIAA,003Ps00000frkrsIAA,1594,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l54gqIAA,003Ps00000frjpEIAQ,1593,156
Assistant to DRE,False,,,2020-01-01,Any All,True,Assistant to DRE,001Ps00000l54gqIAA,003Ps00000frlX0IAI,1590,156
Director of SPARK Ministries,False,,,2023-01-01,Any All,True,Director of SPARK Ministries,001Ps00000l54gqIAA,003Ps00000frjzuIAA,1589,156
Hispanic Ministry Coordinator,False,,,2020-01-01,Any All,True,Hispanic Ministry Coordinator,001Ps00000l54gqIAA,003Ps00000frjIbIAI,1587,156
Business Manager,False,,,2023-01-01,Any All,True,Business Manager,001Ps00000l54giIAA,003Ps00000frlWeIAI,1586,156
Hispanic Ministry,False,,,1900-01-01,Any All,True,Hispanic Ministry,001Ps00000l54giIAA,003Ps00000frk0PIAQ,1585,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54ggIAA,003Ps00000frjyhIAA,1584,156
Hispanic Ministry,False,,,1900-01-01,Any All,True,Hispanic Ministry,001Ps00000l54gfIAA,003Ps00000frlYpIAI,1583,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54gaIAA,003Ps00000frk0UIAQ,1582,156
Coordinator of Liturgy and Sacristan,False,,,,Any All,True,Coordinator of Liturgy and Sacristan,001Ps00000l54gyIAA,003Ps00000frjo2IAA,1581,156
Office Assistant,False,,,,Any All,True,Office Assistant,001Ps00000l54gyIAA,003Ps00000frjo1IAA,1580,156
Parish Secretary,False,,,1900-01-01,Any All,True,Parish Secretary,001Ps00000l54gYIAQ,003Ps00000frk7wIAA,1579,156
Parish Assistant,False,,,2024-05-10,Any All,True,Parish Assistant,001Ps00000l54gYIAQ,003Ps00000frkmhIAA,1578,156
Registrar,False,,,,Any All,True,Registrar,001Ps00000l56hgIAA,003Ps00000frkeeIAA,1577,156
Principal,False,,,,Any All,True,Principal,001Ps00000l56hgIAA,003Ps00000frk7pIAA,1575,156
Maintenance Lead,False,,,1900-01-01,Any All,True,Maintenance Lead,001Ps00000l54gXIAQ,003Ps00000frkgLIAQ,1574,156
Principal,False,,,,Any All,True,Principal,001Ps00000l56hhIAA,003Ps00000frkNkIAI,1573,156
Principal,False,,,,Any All,True,Principal,001Ps00000l56hiIAA,003Ps00000frkFtIAI,1572,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l56hjIAA,003Ps00000frk7PIAQ,1571,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l56hjIAA,003Ps00000frjihIAA,1570,156
Maintenance & Facilities Supervisor,False,,,,Any All,True,Maintenance & Facilities Supervisor,001Ps00000l54gWIAQ,003Ps00000frjj0IAA,1569,156
Pastoral Musician & Liturgy Accompanist,False,,,,Any All,True,Pastoral Musician & Liturgy Accompanist,001Ps00000l54gWIAQ,003Ps00000frktBIAQ,1568,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l54gWIAQ,003Ps00000frjsDIAQ,1567,156
Youth Ministry Coordinator,False,,,2023-01-01,Any All,True,Youth Ministry Coordinator,001Ps00000l54gWIAQ,003Ps00000frlksIAA,1566,156
Pastoral Apprentice,False,,,2023-01-01,Any All,True,Pastoral Apprentice,001Ps00000l54gWIAQ,003Ps00000frlYTIAY,1565,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54gWIAQ,003Ps00000frkfYIAQ,1564,156
Director of Community Outreach,False,,,1900-01-01,Any All,True,Director of Community Outreach,001Ps00000l54gWIAQ,003Ps00000frjhbIAA,1563,156
Liturgy Assistant/Sacristan,False,,,1900-01-01,Any All,True,Liturgy Assistant/Sacristan,001Ps00000l5CTuIAM,003Ps00000frjskIAA,1562,156
Office Assistant/Bookkeeping,False,,,2023-01-01,Any All,True,Office Assistant/Bookkeeping,001Ps00000l5CTuIAM,003Ps00000frkRbIAI,1561,156
Office Assistant/Bookkeeping,False,,,2023-01-01,Any All,True,Office Assistant/Bookkeeping,001Ps00000l5CTuIAM,003Ps00000frkC6IAI,1560,156
Youth Coordinator,False,,,1900-01-01,Any All,True,Youth Coordinator,001Ps00000l54gVIAQ,003Ps00000frlcLIAQ,1559,156
Elementary Faith Formation,False,,,1900-01-01,Any All,True,Elementary Faith Formation,001Ps00000l54gVIAQ,003Ps00000frkY6IAI,1558,156
Choir Director,False,,,,Any All,True,Choir Director,001Ps00000l54gUIAQ,003Ps00000frkWoIAI,1557,156
Newman Center Coordinator,False,,,1900-01-01,Any All,True,Newman Center Coordinator,001Ps00000l5WQpIAM,003Ps00000frkfdIAA,1556,156
Chaplain,True,,2020-07-01,,Pastoral Assignment,True,Chaplain,001Ps00000l5WQpIAM,003Ps00000frjmjIAA,1555,156
Children’s Coordinator,False,,,1900-01-01,Any All,True,Children’s Coordinator,001Ps00000l54gTIAQ,003Ps00000frkY1IAI,1554,156
Soup Kitchen Director,False,,,,Any All,True,Soup Kitchen Director,001Ps00000l54gPIAQ,003Ps00000frkn0IAA,1552,156
Director of Sacred Music,False,,,,Any All,True,Director of Sacred Music,001Ps00000l5CUKIA2,003Ps00000frjOpIAI,1551,156
Assisting Deacon,True,,2020-10-19,2023-06-30,Pastoral Assignment,True,Assisting Deacon,001Ps00000l54gWIAQ,003Ps00000frjpbIAA,1550,156
Funeral Director/Embalmer,False,,,,Any All,True,Funeral Director/Embalmer,001Ps00000l54fsIAA,003Ps00000frjplIAA,1549,156
Mortuary & Cemetery Operations Manager,False,,,,Any All,True,Mortuary & Cemetery Operations Manager,001Ps00000l54fsIAA,003Ps00000frkX5IAI,1548,156
Funeral Home Director,False,,2017-02-07,2022-02-22,Any All,True,Funeral Home Director,001Ps00000l54fsIAA,003Ps00000frjiVIAQ,1547,156
Cemetery Counselor and Administrative Coordinator,False,,,2021-05-15,Any All,True,Cemetery Counselor and Administrative Coordinator,001Ps00000l54fsIAA,003Ps00000frkb9IAA,1545,156
Chaplain,False,,2020-09-28,,Pastoral Assignment,True,Chaplain,001Ps00000l54gIIAQ,003Ps00000frk03IAA,1544,156
Provincial Superior,False,,2016-06-01,2021-07-28,Any All,True,Provincial Superior,001Ps00000l5eUrIAI,003Ps00000frjNIIAY,1542,156
Pastor,True,,2001-07-02,2007-07-02,Pastoral Assignment,True,Pastor,001Ps00000l5CVAIA2,003Ps00000frjISIAY,1541,156
On Leave,False,,1992-03-15,2001-07-02,Any All,True,On Leave,001Ps00000l5CUTIA2,003Ps00000frjISIAY,1540,156
In Residence,True,,1988-07-01,1992-03-15,Any All,True,In Residence,001Ps00000l5CUSIA2,003Ps00000frjISIAY,1539,156
Chaplain,False,,1988-07-01,1992-03-15,Pastoral Assignment,True,Chaplain,001Ps00000l5WQqIAM,003Ps00000frjISIAY,1538,156
Deaf Apostolate Village Enterprises (SAGE),True,,1988-07-01,1992-03-15,Any All,True,Deaf Apostolate Village Enterprises (SAGE),001Ps00000l54fyIAA,003Ps00000frjISIAY,1537,156
Director St. John Vianney Residence,True,,1986-11-05,1987-08-31,Any All,True,Director St. John Vianney Residence,001Ps00000l54fyIAA,003Ps00000frjISIAY,1536,156
In Residence,True,,1984-08-01,1986-11-05,Any All,True,In Residence,001Ps00000l5CUOIA2,003Ps00000frjISIAY,1535,156
Chaplain to the Young Catholic Professionals,True,,2018-07-01,2020-06-30,Any All,True,Chaplain to the Young Catholic Professionals,001Ps00000l54fyIAA,003Ps00000frlcRIAQ,1533,156
"Chaplain, Young Catholic Professionals",True,,2020-07-01,2022-10-05,Any All,True,"Chaplain, Young Catholic Professionals",001Ps00000l54fyIAA,003Ps00000frlWPIAY,1532,156
Chaplain,True,,1979-01-01,2020-08-01,Pastoral Assignment,True,Chaplain,001Ps00000l54fvIAA,003Ps00000frkG2IAI,1531,156
Provincial Assistant,False,,1980-01-01,2020-08-01,Any All,True,Provincial Assistant,001Ps00000l5eUnIAI,003Ps00000frkG2IAI,1529,156
Pastor,True,,1993-07-01,2020-08-01,Pastoral Assignment,True,Pastor,001Ps00000l5CUsIAM,003Ps00000frkG2IAI,1528,156
Administrator,True,,2001-11-01,2011-10-15,Pastoral Assignment,True,Administrator,001Ps00000l5CUDIA2,003Ps00000frlkgIAA,1527,156
Administrator,True,,2010-03-22,2010-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUCIA2,003Ps00000frlkgIAA,1526,156
In Service,False,,2020-08-01,2021-04-01,Any All,True,In Service,001Ps00000l54fwIAA,003Ps00000frkORIAY,1523,156
"Rector, In Residence",False,,2016-11-15,2020-08-01,Any All,True,"Rector, In Residence",001Ps00000l54fwIAA,003Ps00000frkORIAY,1522,156
Rector,False,,2020-08-01,,Pastoral Assignment,True,Rector,001Ps00000l54fwIAA,003Ps00000frjzOIAQ,1521,156
Parochial Vicar,True,,2020-07-31,2021-07-31,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUFIA2,003Ps00000frkNgIAI,1519,156
Chaplain,False,,2020-07-01,2020-12-30,Pastoral Assignment,True,Chaplain,001Ps00000l54g0IAA,003Ps00000frloqIAA,1516,156
Vicar Forane,True,,2020-07-07,2021-06-30,Pastoral Assignment,True,Vicar Forane,001Ps00000l4vMaIAI,003Ps00000frkaDIAQ,1515,156
Director of Faith Formation,False,,2020-07-03,,Any All,True,Director of Faith Formation,001Ps00000l5CV2IAM,003Ps00000frjrUIAQ,1513,156
Chaplain,True,,2017-11-01,2020-09-27,Pastoral Assignment,True,Chaplain,001Ps00000l54fuIAA,003Ps00000frk03IAA,1512,156
Parochial Vicar,True,,2020-07-01,2022-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUiIAM,003Ps00000frlWQIAY,1511,156
Parochial Vicar,True,,2020-07-01,2022-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CVBIA2,003Ps00000frllEIAQ,1510,156
Missionary Catechist,True,,2020-07-01,,Any All,True,Missionary Catechist,001Ps00000l54fyIAA,003Ps00000frjvuIAA,1508,156
Deacon,True,,2020-06-22,2021-08-15,Pastoral Assignment,True,Deacon,001Ps00000l54giIAA,003Ps00000frkJHIAY,1504,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54h3IAA,003Ps00000frjtPIAQ,1498,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gUIAQ,003Ps00000frjtPIAQ,1497,156
Pastor,False,,2020-07-01,2022-05-31,Pastoral Assignment,True,Pastor,001Ps00000l5CVDIA2,003Ps00000frkWpIAI,1496,156
Pastor,True,,2020-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hMIAQ,003Ps00000frlXfIAI,1495,156
Pastor,True,,2020-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54hAIAQ,003Ps00000frlXfIAI,1494,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54goIAA,003Ps00000frkrtIAA,1493,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CV9IAM,003Ps00000frkrtIAA,1492,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUkIAM,003Ps00000frkrtIAA,1491,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUEIA2,003Ps00000frll7IAA,1490,156
Pastor,True,,2020-07-01,2024-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54gpIAA,,1488,156
Administrator,True,,2020-07-01,2021-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUbIAM,003Ps00000frkaDIAQ,1487,156
Pastor,True,,2020-07-01,2021-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54geIAA,003Ps00000frkaDIAQ,1486,156
Pastor,True,,2020-07-01,2021-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CV3IAM,003Ps00000frkaDIAQ,1485,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUPIA2,003Ps00000frkX4IAI,1481,156
Pastor,True,,2020-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5CUDIA2,003Ps00000frlinIAA,1480,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUsIAM,,1479,156
Administrator,True,Full Time,2020-07-01,2023-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gTIAQ,003Ps00000frjmjIAA,1478,156
Parochial Vicar,True,,2020-07-01,2022-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gXIAQ,003Ps00000frkncIAA,1477,156
Pastor,True,,2020-07-01,2022-06-14,Pastoral Assignment,True,Pastor,001Ps00000l54gcIAA,003Ps00000frkOBIAY,1476,156
Pastor,True,,2020-07-01,2021-06-30,Pastoral Assignment,True,Pastor,001Ps00000l54gPIAQ,003Ps00000frjNXIAY,1475,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUNIA2,003Ps00000frlcRIAQ,1474,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gSIAQ,003Ps00000frjwvIAA,1473,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUoIAM,003Ps00000frjwvIAA,1472,156
Pastor,True,,2020-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CU1IAM,003Ps00000frjr2IAA,1471,156
