,Name,Formal_Name__c,RecordTypeId,mbfc__Church_Type__c,mbfc__Deanery__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Fax,mbfc__Email__c,Website,mbfc__Mass_Times__c,mbfc__Abbreviation__c,mbfc__Religious_Suffix__c,mbfc__Type_Members__c,Description,Archdiocese_Assigns_Clergy__c,mbfc__Non_Latin__c,Disabled_Access__c,Locator_Description__c,Parent_Parish__c,mbfc__Date_Established__c,County__c,Sanctuary_Capacity__c,Religious_Secular_Order__c,Pontifical_or_Diocesan_Order__c,Archdiocesan_School_Code__c,Grades_Provided__c,Job_Id__c,Archdpdx_Migration_Id__c,mbfc__Organization_Type__c,ParentId
149,"St. Francis of Assisi, Roy",St. Francis of Assisi,012Ps000002fU2bIAE,Parish,0017x0000107knUAAQ,"St. Francis of Assisi Parish
39135 NW Harrington Rd",Banks,OR,97106,,503-324-2231,503-324-7032,sfaoffice01@gmail.com,https://sfaroyparish.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 6:30 pm<br>Sunday 8:00 am, 10:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday–Thursday 8:00 am<br>Fri 9:00 am (during school year)</p><p><br></p><p><strong>Holy Day Mass</strong></p><p>9:00 am, 7:00 pm</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 5:30–6:15 pm<br>and by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Wednesday 8:30 am–5:00 pm (after the 8:00 am Mass)</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1908-01-01,Washington,350.0,,,,,152,Parishes_121,,0017x0000107vUEAAY
150,"St. Frederic, Saint Helens",St. Frederic,012Ps000002fU2bIAE,Parish,0017x0000107knHAAQ,"St. Frederic Parish
175 S 13th St",Saint Helens,OR,97051,,503-397-0148,503-366-3878,stfred@comcast.net,https://www.stfredericchurch.org/,"<p><strong>Weekend Mass</strong></p><p>Sat 5:00 pm<br>Sun 8:00 am, 11:00 am (bilingual)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday–Friday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 8:30–10:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1910-01-01,Columbia,350.0,,,,,152,Parishes_122,,0017x0000107vUEAAY
151,"St. Paul, Saint Paul",St. Paul,012Ps000002fU2bIAE,Parish,0017x0000107knKAAQ,"St. Paul Parish
PO Box 454",Saint Paul,OR,97137,,503-633-4611,,stpaulparish@stpaultel.com,https://www.stpaulparishweb.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 6:00 pm<br>Sunday 9:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 6:00 pm<br>Wednesday 8:10 am<br>Thursday–Saturday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Tue after 6:00 pm Mass<br>Friday 8:05–8:20 am<br>Sat 4:00–5:15 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Tuesday 5:00–6:00 pm<br>Thursday 9:00 am–Noon</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,20217 Christie St NE,,1844-01-01,Marion,250.0,,,,,152,Parishes_123,,0017x0000107vUEAAY
152,"Queen of Peace, Salem",Queen of Peace,012Ps000002fU2bIAE,Parish,0017x0000107knMAAQ,"Queen of Peace Parish
4227 Lone Oak Rd SE",Salem,OR,97302,,503-364-7202,503-364-5882,church@qpsalem.org,https://www.qpsalem.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 11:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue-Fri 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:15–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 9:00 am–5:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1963-01-01,Marion,550.0,,,,,152,Parishes_124,,0017x0000107vUEAAY
153,"St. Joseph, Salem",St. Joseph,012Ps000002fU2bIAE,Parish,0017x0000107knMAAQ,"St. Joseph Parish
721 Chemeketa St NE",Salem,OR,97301,,503-581-1623,503-581-7271,frontdesk@stjosephchurch.com,https://www.stjosephchurch.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm, 7:00 pm (Español)<br>Sunday 7:30 am (Latin), 9:30 am, 11:30 am, 1:30 pm (Español), 3:45 pm (Vietnamese), 5:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday-Friday 12:05 pm<br>Saturday 7:05 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Monday-Friday 11:30 am–Noon<br>Saturday 3:30–4:30 pm (English and Español)<br>Sunday 9:00–9:30 am, 11:00–11:30 am</p><p><br></p><p><strong>Adoration</strong></p><p>Perpetual, in chapel</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1863-01-01,Marion,760.0,,,,,152,Parishes_125,,0017x0000107vUEAAY
154,"St. Vincent de Paul, Salem",St. Vincent de Paul,012Ps000002fU2bIAE,Parish,0017x0000107knMAAQ,"St. Vincent de Paul Parish
1010 Columbia St NE",Salem,OR,97301,,503-363-4589,503-363-9493,office@svdpchurchsalem.org,https://www.svdpchurchsalem.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 10:00 am, Noon (Español), 2:00 pm (Español)<br>Last Sunday 5:00 pm (in Tagalog)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wed-Fri 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30 pm–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 8:30–10:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1925-01-01,Marion,350.0,,,,,152,Parishes_126,,0017x0000107vUEAAY
155,"St. Michael the Archangel, Sandy",St. Michael the Archangel,012Ps000002fU2bIAE,Parish,0017x0000107knJAAQ,"St. Michael the Archangel Parish
18090 SE Langensand Rd",Sandy,OR,97055,,503-668-4446,503-668-4446,office@stmichaelsandy.org,https://mjaparishescluster.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:00 pm, 6:00 pm (Español)<br>Sunday 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday, Tuesday, Thursday 8:30 am<br>First Saturday: 8:30 am (Healing Mass)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30–4:30 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1898-01-01,Clackamas,350.0,,,,,152,Parishes_127,,0017x0000107vUEAAY
156,"St. Wenceslaus, Scappoose",St. Wenceslaus,012Ps000002fU2bIAE,Parish,0017x0000107knHAAQ,"St. Wenceslaus Parish
51555 Old Portland Rd",Scappoose,OR,97056,,503-543-2110,503-543-5159,office@stwenceslaus-scappoose.com,https://stwenceslaus-scappoose.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 11:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Thursday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30–4:30 pm<br>and by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 9:25–10:15 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1909-01-01,Columbia,204.0,,,,,152,Parishes_128,,0017x0000107vUEAAY
157,"St. Bernard, Scio",St. Bernard,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"St. Bernard Parish
PO Box 45",Scio,OR,97374,,503-394-2625,,stbernard@smt-net.com,https://www.facebook.com/stbernardscio/,"<p><strong>Weekend Mass</strong></p><p>First, Third and Fifth Sunday 8:30 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,38810 NW Cherry St,,1912-01-01,Linn,0.0,,,,,152,Parishes_129,,0017x0000107vUEAAY
158,"Holy Rosary Mission, Scotts Mills",Holy Rosary,012Ps000002fU2bIAE,Parish,0017x0000107knKAAQ,"Holy Rosary Mission
575 E College St",Mount Angel,OR,97362,,503-845-2296,503-845-2297,office@stmarymtangel.org,https://www.stmarymtangel.org/,<p><strong>Weekend Mass</strong></p><p>Sunday 10:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,"Ettlin Loop, Crooked Finger",0017x00001080YWAAY,,Marion,0.0,,,,,152,Parishes_130,,0017x0000107vUEAAY
159,"Our Lady of Victory, Seaside",Our Lady of Victory,012Ps000002fU2bIAE,Parish,0017x0000107knNAAQ,"Our Lady of Victory Parish
PO Box 29",Seaside,OR,97138,,503-738-6161,503-738-6182,olvoffice@archdpdx.org,http://ourladyofvictoryseaside.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:00 pm, 7:00 pm (Español)<br>Sunday 11:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue-Sat 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 3:00–3:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,120 Oceanway St,,1900-01-01,Clatsop,300.0,,,,,152,Parishes_131,,0017x0000107vUEAAY
160,"Our Lady of Fatima, Shady Cove",Our Lady of Fatima,012Ps000002fU2bIAE,Parish,0017x0000107knTAAQ,"Our Lady of Fatima Parish
PO Box 116",Shady Cove,OR,97539,,541-878-2479,,fatimacatholic60@yahoo.com,,<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br></p><p><br></p><p><strong>Confessions</strong></p><p>Saturday 5:00–5:20 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,56 Williams Lane,,1955-01-01,Jackson,225.0,,,,,152,Parishes_132,,0017x0000107vUEAAY
161,"St. Mary, Shaw",St. Mary,012Ps000002fU2bIAE,Parish,0017x0000107knPAAQ,"St. Mary Parish
PO Box 338",Aumsville,OR,97325,,503-362-6159,503-371-6435,bonipast@wvi.com,https://www.stmaryshaw.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>1st, 3rd, and 5th Saturday 3:30–4:30 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,9168 Silver Falls Hwy SE,,1903-01-01,Marion,250.0,,,,,152,Parishes_133,,0017x0000107vUEAAY
162,"Good Shepherd, Sheridan",Good Shepherd,012Ps000002fU2bIAE,Parish,0017x0000107knWAAQ,"Good Shepherd Parish
1145 NE 1st St",McMinnville,OR,97128,,503-472-5232,,churchoffice@stjamesmac.com,https://stjamesmac.com/goodshepherd/,<p><strong>Weekend Mass</strong></p><p>Sunday 8:30 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,127 NE Hill St,,1908-01-01,Yamhill,150.0,,,,,152,Parishes_134,,0017x0000107vUEAAY
163,"St. Francis, Sherwood",St. Francis,012Ps000002fU2bIAE,Parish,0017x0000107knVAAQ,"St. Francis Parish
15651 SW Oregon St",Sherwood,OR,97140,,503-625-6185,,church@stfrancissherwood.org,http://www.stfrancissherwood.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 8:30 am, 10:30 am, 5:00 pm</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 8:30 am<br>Wednesday 1:00 pm<br>Thursday-Saturday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Friday 7:00 pm<br>Saturday 3:30–4:30 pm<br>and by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 9:00 am–9:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1921-01-01,Washington,602.0,,,,,152,Parishes_135,,0017x0000107vUEAAY
164,"Our Lady of Guadalupe Mission, Siletz",Our Lady of Guadalupe,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"Our Lady of Guadalupe Mission
PO Box 843",Newport,OR,97365,,541-265-5101,,office@sacredheartnewport.com,http://www.sacredheartnewport.org/our-lady-of-guadalupe-mission,<p><strong>Weekend Mass</strong></p><p>Sunday 12:00 Noon</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,231 E Logsden Rd at SE Reeder St,0017x00001080YaAAI,,Lincoln,0.0,,,,,152,Parishes_136,,0017x0000107vUEAAY
165,"St. Paul, Silverton",St. Paul,012Ps000002fU2bIAE,Parish,0017x0000107knKAAQ,"St. Paul Parish
1410 Pine St",Silverton,OR,97381,,503-873-2044,503-873-0304,office@stpaulsilverton.com,https://www.stpaulsilverton.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 10:00 am, 12:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:00 pm<br>and by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Perpetual in adoration chapel, contact office for access</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1914-01-01,Marion,250.0,,,,,152,Parishes_137,,0017x0000107vUEAAY
166,"Nativity of the Mother of God Ukrainian Catholic Church, Springfield",Nativity of the Mother of God Ukrainian Catholic Church,012Ps000002fU2bIAE,Parish,,"Nativity of the Mother of God Ukrainian Catholic Church Parish
704 Aspen St",Springfield,OR,97477,,541-726-7309,,rjano@aol.com,http://www.nativityukr.org/,<p><strong>Divine Liturgy</strong></p><p>Sunday 10:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Before and after any service</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,False,True,True,,,1981-01-01,Lane,0.0,,,,,152,Parishes_138,,0017x0000107vUEAAY
167,"St. Alice, Springfield",St. Alice,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Alice Parish
1520 E St",Springfield,OR,97477,,541-747-7041,541-746-5213,receptionist@stalice.org,https://www.stalice.org/,"<p><strong>Weekend Mass</strong></p><p>Sat 5:00 pm<br>Sun 9:00 am, 11:00 am (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue 6:30 pm (Español)<br>Wed-Fri 12:15 pm<br>First Sat 9:00 am (Latin)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Tuesday 3:00–5:00 pm<br>Friday 3:00–5:00 pm<br>Saturday 2:00–4:00 pm<br>and by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Perpetual</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1921-01-01,Lane,450.0,,,,,152,Parishes_139,,0017x0000107vUEAAY
168,"St. Louis, St. Louis",St. Louis,012Ps000002fU2bIAE,Parish,0017x0000107knKAAQ,"St. Louis Parish
605 7th St",Gervais,OR,97026,,503-792-4231,,secretary@shstl.org,https://www.shstl.org/,<p><strong>Weekend Mass</strong></p><p>Sunday 8:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>First Friday 8:00 am<br>First Saturday 8:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,"14013 Manning Rd NE, Woodburn",,,Marion,0.0,,,,,152,Parishes_140,,0017x0000107vUEAAY
169,"Immaculate Conception, Stayton",Immaculate Conception,012Ps000002fU2bIAE,Parish,0017x0000107knPAAQ,"Immaculate Conception Parish
1077 N 6th Ave",Stayton,OR,97383,,503-769-2656,503-769-5621,pastor@immacstayton.org,https://www.immacstayton.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 10:00 am, Noon (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday-Friday 8:15 am<br>Saturday 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 11:00–11:30 am, 3:30–4:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Sunday, Monday, Wednesday, Friday 2:30–3:30 pm<br>Tuesday 1:00–5:00 pm<br>Thursday 7:00–10:00 pm<br>First and Third Friday 9:00 pm–Saturday 7:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1903-01-01,Marion,500.0,,,,,152,Parishes_141,,0017x0000107vUEAAY
170,"St. Boniface, Sublimity",St. Boniface,012Ps000002fU2bIAE,Parish,0017x0000107knPAAQ,"St. Boniface Parish
375 SE Church St",Sublimity,OR,97385,,503-769-5664,503-769-4292,bonipast@wvi.com,https://www.saintboniface.net/,"<p><strong>Weekend Mass</strong></p><p>Sat 7:00 pm<br>Sun 8:00 am, 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue-Fri 7:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 5:30–6:30 pm<br>First Sat 9:00–10:00 am</p><p><br></p><p><strong>Adoration</strong></p><p>Thu 2:00–4:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1879-01-01,Marion,250.0,,,,,152,Parishes_142,,0017x0000107vUEAAY
171,"St. Francis Xavier, Sutherlin",St. Francis Xavier,012Ps000002fU2bIAE,Parish,0017x0000107knTAAQ,"St. Francis Xavier Parish
800 W Stanton St",Roseburg,OR,97471,,541-673-5157,541-672-5022,hjohnson@archdpdx.org,https://www.sjfx-church.org/,<p><strong>Weekend Mass</strong></p><p>Sunday 10:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>First Sunday 9:00–10:00 am</p><p><br></p><p><strong>Adoration</strong></p><p>Fri 9:00 am–3:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,323 N Comstock Ave,,1957-01-01,Douglas,250.0,,,,,152,Parishes_143,,0017x0000107vUEAAY
172,"St. Helen, Sweet Home",St. Helen,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"St. Helen Parish
815 5th Ave",Sweet Home,OR,97386,,541-367-2530,,sweethomecatholicchurch@gmail.com,https://sweethomecatholicchurch.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 9:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 5:30 pm<br>Wednesday–Friday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>First, second and third Saturday 4:00–5:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Tuesday 5:00–5:30 pm<br>Wednesday–Friday 8:00–8:30 am<br>Fridays 2:30 pm - 3:30 pm with Rosary and Divine Mercy Chaplet<br>First Fridays 9:00 am - 10:00 am<br>First Saturdays 4:00 pm - 5:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,600 6th Ave,,1953-01-01,Linn,200.0,,,,,152,Parishes_144,,0017x0000107vUEAAY
173,"St. Anthony, Tigard",St. Anthony,012Ps000002fU2bIAE,Parish,0017x0000107knVAAQ,"St. Anthony Parish
9905 SW McKenzie St",Tigard,OR,97223,,503-639-4179,503-624-2364,info@satigard.org,https://www.satigard.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 7:00 am, 8:15 am, 10:00 am, 11:45 am (Español), 1:30 pm (Vietnamese), 7:00 pm</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday-Friday 8:15 am<br>Wednesday 6:30 pm (Español)<br>Thursday 6:30 pm (Vietnamese)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Tue 11:15 am–12:45 pm<br>Sat 7:30–9:00 am<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1878-01-01,Washington,800.0,,,,,152,Parishes_145,,0017x0000107vUEAAY
